date,state,county,retail,grocery,parks,transit,workplaces,residential,Non_Residential
2020-03-04,Virginia,Louisa County,20.0,7.0,,,1.0,0.0,9.333333333333334
2020-03-04,Virginia,Lunenburg County,,14.0,,,4.0,,9.0
2020-03-04,Virginia,Lynchburg,14.0,10.0,,8.0,3.0,-1.0,8.75
2020-03-04,Virginia,Madison County,,5.0,,,0.0,,2.5
2020-03-04,Virginia,Manassas,4.0,8.0,,8.0,2.0,0.0,5.5
2020-03-04,Virginia,Manassas Park,,-7.0,,,4.0,,-1.5
2020-03-04,Virginia,Martinsville,13.0,17.0,,,1.0,,10.333333333333334
2020-03-04,Virginia,Mathews County,,,,,3.0,,3.0
2020-03-04,Virginia,Mecklenburg County,14.0,7.0,,4.0,4.0,-1.0,7.25
2020-03-04,Virginia,Middlesex County,,12.0,,,2.0,,7.0
2020-03-04,Virginia,Montgomery County,12.0,13.0,,24.0,5.0,-2.0,13.5
2020-03-04,Virginia,Nelson County,19.0,8.0,,,4.0,,10.333333333333334
2020-03-04,Virginia,New Kent County,18.0,21.0,,8.0,-4.0,,10.75
2020-03-04,Virginia,Newport News,7.0,10.0,38.0,3.0,3.0,-1.0,12.2
2020-03-04,Virginia,Norfolk,12.0,4.0,42.0,7.0,4.0,-2.0,13.8
2020-03-04,Virginia,Northampton County,18.0,9.0,,,6.0,,11.0
2020-03-04,Virginia,Northumberland County,,12.0,,,9.0,,10.5
2020-03-04,Virginia,Norton,19.0,,,,,,19.0
2020-03-04,Virginia,Nottoway County,14.0,30.0,,,0.0,,14.666666666666666
2020-03-04,Virginia,Orange County,12.0,7.0,,,3.0,-2.0,7.333333333333333
2020-03-04,Virginia,Page County,14.0,19.0,,,7.0,,13.333333333333334
2020-03-04,Virginia,Patrick County,24.0,18.0,,,3.0,,15.0
2020-03-04,Virginia,Petersburg,16.0,9.0,,,1.0,-2.0,8.666666666666666
2020-03-04,Virginia,Pittsylvania County,11.0,18.0,,,2.0,0.0,10.333333333333334
2020-03-04,Virginia,Poquoson,19.0,20.0,,,-2.0,,12.333333333333334
2020-03-04,Virginia,Portsmouth,10.0,7.0,18.0,3.0,4.0,-2.0,8.4
2020-03-04,Virginia,Powhatan County,9.0,-5.0,,,4.0,-1.0,2.6666666666666665
2020-03-04,Virginia,Prince Edward County,10.0,8.0,,,-8.0,,3.3333333333333335
2020-03-04,Virginia,Prince George County,14.0,0.0,,5.0,1.0,-1.0,5.0
2020-03-04,Virginia,Prince William County,8.0,6.0,33.0,3.0,2.0,-1.0,10.4
2020-03-04,Virginia,Pulaski County,14.0,4.0,,,1.0,-1.0,6.333333333333333
2020-03-04,Virginia,Radford,29.0,10.0,,,-1.0,,12.666666666666666
2020-03-04,Virginia,Richmond,11.0,11.0,35.0,8.0,2.0,-1.0,13.4
2020-03-04,Virginia,Richmond County,17.0,-18.0,,,5.0,,1.3333333333333333
2020-03-04,Virginia,Roanoke,10.0,10.0,34.0,3.0,3.0,-1.0,12.0
2020-03-04,Virginia,Roanoke County,7.0,6.0,,,1.0,-1.0,4.666666666666667
2020-03-04,Virginia,Rockbridge County,6.0,,,3.0,5.0,,4.666666666666667
2020-03-04,Virginia,Rockingham County,10.0,8.0,,6.0,1.0,-1.0,6.25
2020-03-04,Virginia,Russell County,20.0,1.0,,,2.0,,7.666666666666667
2020-03-04,Virginia,Salem,9.0,12.0,,,3.0,-2.0,8.0
2020-03-04,Virginia,Scott County,9.0,5.0,,,4.0,,6.0
2020-03-04,Virginia,Shenandoah County,11.0,7.0,,-10.0,1.0,-1.0,2.25
2020-03-04,Virginia,Smyth County,18.0,11.0,,,4.0,-3.0,11.0
2020-03-04,Virginia,Southampton County,25.0,9.0,,,2.0,,12.0
2020-03-04,Virginia,Spotsylvania County,7.0,8.0,,,2.0,-1.0,5.666666666666667
2020-03-04,Virginia,Stafford County,8.0,3.0,60.0,,1.0,-1.0,18.0
2020-03-04,Virginia,Staunton,8.0,14.0,,,5.0,-2.0,9.0
2020-03-04,Virginia,Suffolk,7.0,6.0,,-2.0,1.0,-1.0,3.0
2020-03-04,Virginia,Surry County,,,,,-6.0,,-6.0
2020-03-04,Virginia,Sussex County,18.0,-6.0,,1.0,1.0,,3.5
2020-03-04,Virginia,Tazewell County,23.0,11.0,,,5.0,-2.0,13.0
2020-03-04,Virginia,Virginia Beach,8.0,4.0,31.0,0.0,2.0,-1.0,9.0
2020-03-04,Virginia,Warren County,14.0,7.0,,,2.0,-1.0,7.666666666666667
2020-03-04,Virginia,Washington County,12.0,15.0,,2.0,2.0,-2.0,7.75
2020-03-04,Virginia,Waynesboro,17.0,8.0,,,3.0,-2.0,9.333333333333334
2020-03-04,Virginia,Westmoreland County,23.0,12.0,,,8.0,,14.333333333333334
2020-03-04,Virginia,Williamsburg,9.0,18.0,,,5.0,,10.666666666666666
2020-03-04,Virginia,Winchester,8.0,8.0,,,0.0,-1.0,5.333333333333333
2020-03-04,Virginia,Wise County,29.0,5.0,,,3.0,-2.0,12.333333333333334
2020-03-04,Virginia,Wythe County,12.0,9.0,,-1.0,1.0,0.0,5.25
2020-03-04,Virginia,York County,14.0,5.0,29.0,,3.0,-1.0,12.75
2020-03-05,Virginia,Accomack County,6.0,8.0,,,3.0,-1.0,5.666666666666667
2020-03-05,Virginia,Albemarle County,6.0,6.0,,3.0,2.0,-1.0,4.25
2020-03-05,Virginia,Alexandria,4.0,8.0,26.0,4.0,4.0,0.0,9.2
2020-03-05,Virginia,Alleghany County,20.0,,,4.0,2.0,,8.666666666666666
2020-03-05,Virginia,Amelia County,22.0,-6.0,,,4.0,,6.666666666666667
2020-03-05,Virginia,Amherst County,11.0,7.0,,,3.0,-1.0,7.0
2020-03-05,Virginia,Appomattox County,12.0,,,,4.0,,8.0
2020-03-05,Virginia,Arlington County,2.0,6.0,-26.0,2.0,-1.0,0.0,-3.4
2020-03-05,Virginia,Augusta County,8.0,9.0,,88.0,3.0,-1.0,27.0
2020-03-05,Virginia,Bedford County,8.0,5.0,,,2.0,-1.0,5.0
2020-03-05,Virginia,Bland County,,,,11.0,,,11.0
2020-03-05,Virginia,Botetourt County,2.0,10.0,,14.0,-1.0,0.0,6.25
2020-03-05,Virginia,Bristol,15.0,9.0,,,2.0,,8.666666666666666
2020-03-05,Virginia,Brunswick County,13.0,,,8.0,6.0,,9.0
2020-03-05,Virginia,Buchanan County,22.0,8.0,,,7.0,,12.333333333333334
2020-03-05,Virginia,Buckingham County,7.0,-3.0,,,5.0,,3.0
2020-03-05,Virginia,Buena Vista,,,,,2.0,,2.0
2020-03-05,Virginia,Campbell County,10.0,6.0,,,0.0,-1.0,5.333333333333333
2020-03-05,Virginia,Caroline County,8.0,-9.0,,10.0,3.0,-1.0,3.0
2020-03-05,Virginia,Carroll County,22.0,11.0,,10.0,4.0,-2.0,11.75
2020-03-05,Virginia,Charles City County,,,,,3.0,,3.0
2020-03-05,Virginia,Charlotte County,,26.0,,,0.0,,13.0
2020-03-05,Virginia,Charlottesville,3.0,7.0,24.0,-25.0,-1.0,-1.0,1.6
2020-03-05,Virginia,Chesapeake,8.0,-2.0,10.0,21.0,4.0,0.0,8.2
2020-03-05,Virginia,Chesterfield County,7.0,4.0,12.0,-3.0,2.0,-1.0,4.4
2020-03-05,Virginia,Clarke County,29.0,15.0,,,5.0,,16.333333333333332
2020-03-05,Virginia,Colonial Heights,13.0,14.0,,,3.0,,10.0
2020-03-05,Virginia,Covington,14.0,,,,4.0,,9.0
2020-03-05,Virginia,Culpeper County,9.0,13.0,,,4.0,-2.0,8.666666666666666
2020-03-05,Virginia,Cumberland County,,,,,0.0,,0.0
2020-03-05,Virginia,Danville,14.0,17.0,,9.0,-1.0,-1.0,9.75
2020-03-05,Virginia,Dickenson County,,6.0,,,12.0,,9.0
2020-03-05,Virginia,Dinwiddie County,30.0,6.0,,,1.0,-1.0,12.333333333333334
2020-03-05,Virginia,Emporia,15.0,10.0,,9.0,2.0,,9.0
2020-03-05,Virginia,Essex County,11.0,9.0,,,2.0,,7.333333333333333
2020-03-05,Virginia,Fairfax,-1.0,-6.0,,,0.0,-1.0,-2.3333333333333335
2020-03-05,Virginia,Fairfax County,3.0,7.0,6.0,1.0,2.0,0.0,3.8
2020-03-05,Virginia,Falls Church,-5.0,14.0,,,0.0,,3.0
2020-03-05,Virginia,Fauquier County,7.0,-11.0,,,2.0,-1.0,-0.6666666666666666
2020-03-05,Virginia,Floyd County,0.0,17.0,,,8.0,,8.333333333333334
2020-03-05,Virginia,Fluvanna County,22.0,10.0,,,4.0,-1.0,12.0
2020-03-05,Virginia,Franklin,17.0,15.0,,11.0,7.0,,12.5
2020-03-05,Virginia,Franklin County,14.0,9.0,,,2.0,0.0,8.333333333333334
2020-03-05,Virginia,Frederick County,8.0,7.0,,-4.0,4.0,-1.0,3.75
2020-03-05,Virginia,Fredericksburg,4.0,7.0,,-4.0,-2.0,-1.0,1.25
2020-03-05,Virginia,Galax,17.0,25.0,,,-7.0,,11.666666666666666
2020-03-05,Virginia,Giles County,14.0,4.0,,,0.0,,6.0
2020-03-05,Virginia,Gloucester County,7.0,17.0,,,4.0,1.0,9.333333333333334
2020-03-05,Virginia,Goochland County,10.0,7.0,,,6.0,,7.666666666666667
2020-03-05,Virginia,Grayson County,,,,,5.0,,5.0
2020-03-05,Virginia,Greene County,16.0,3.0,,,0.0,,6.333333333333333
2020-03-05,Virginia,Greensville County,,,,8.0,-3.0,,2.5
2020-03-05,Virginia,Halifax County,8.0,3.0,,,6.0,-2.0,5.666666666666667
2020-03-05,Virginia,Hampton,5.0,15.0,4.0,4.0,1.0,-1.0,5.8
2020-03-05,Virginia,Hanover County,6.0,4.0,,0.0,2.0,0.0,3.0
2020-03-05,Virginia,Harrisonburg,11.0,4.0,,-9.0,5.0,-2.0,2.75
2020-03-05,Virginia,Henrico County,5.0,7.0,28.0,7.0,1.0,0.0,9.6
2020-03-05,Virginia,Henry County,13.0,4.0,,,3.0,0.0,6.666666666666667
2020-03-05,Virginia,Hopewell,14.0,4.0,,,4.0,0.0,7.333333333333333
2020-03-05,Virginia,Isle of Wight County,4.0,4.0,,,1.0,0.0,3.0
2020-03-05,Virginia,James City County,10.0,12.0,,,3.0,0.0,8.333333333333334
2020-03-05,Virginia,King George County,15.0,-3.0,,,4.0,0.0,5.333333333333333
2020-03-05,Virginia,King William County,8.0,9.0,,,3.0,,6.666666666666667
2020-03-05,Virginia,King and Queen County,,,,,-2.0,,-2.0
2020-03-05,Virginia,Lancaster County,8.0,42.0,,,4.0,,18.0
2020-03-05,Virginia,Lee County,22.0,20.0,,,-1.0,,13.666666666666666
2020-03-05,Virginia,Lexington,24.0,-2.0,,,,,11.0
2020-03-05,Virginia,Loudoun County,2.0,5.0,5.0,1.0,1.0,0.0,2.8
2020-03-05,Virginia,Louisa County,13.0,-1.0,,,3.0,0.0,5.0
2020-03-05,Virginia,Lunenburg County,,,,,2.0,,2.0
2020-03-05,Virginia,Lynchburg,12.0,6.0,,2.0,0.0,-1.0,5.0
2020-03-05,Virginia,Madison County,10.0,13.0,,,-1.0,,7.333333333333333
2020-03-05,Virginia,Manassas,7.0,4.0,,0.0,3.0,0.0,3.5
2020-03-05,Virginia,Manassas Park,,-4.0,,,2.0,,-1.0
2020-03-05,Virginia,Martinsville,17.0,5.0,,,0.0,,7.333333333333333
2020-03-05,Virginia,Mathews County,,,,,5.0,,5.0
2020-03-05,Virginia,Mecklenburg County,9.0,4.0,,9.0,3.0,-1.0,6.25
2020-03-05,Virginia,Middlesex County,,12.0,,,1.0,,6.5
2020-03-05,Virginia,Montgomery County,14.0,8.0,,13.0,4.0,-2.0,9.75
2020-03-05,Virginia,Nelson County,18.0,5.0,,,1.0,,8.0
2020-03-05,Virginia,New Kent County,16.0,11.0,,11.0,-2.0,,9.0
2020-03-05,Virginia,Newport News,5.0,5.0,3.0,1.0,3.0,-1.0,3.4
2020-03-05,Virginia,Norfolk,5.0,4.0,34.0,4.0,2.0,-1.0,9.8
2020-03-05,Virginia,Northampton County,15.0,22.0,,,5.0,,14.0
2020-03-05,Virginia,Northumberland County,10.0,8.0,,,5.0,,7.666666666666667
2020-03-05,Virginia,Norton,17.0,,,,,,17.0
2020-03-05,Virginia,Nottoway County,21.0,20.0,,,2.0,,14.333333333333334
2020-03-05,Virginia,Orange County,15.0,8.0,,,5.0,0.0,9.333333333333334
2020-03-05,Virginia,Page County,16.0,16.0,,,7.0,,13.0
2020-03-05,Virginia,Patrick County,12.0,16.0,,,4.0,,10.666666666666666
2020-03-05,Virginia,Petersburg,12.0,9.0,,,4.0,-1.0,8.333333333333334
2020-03-05,Virginia,Pittsylvania County,10.0,17.0,,,1.0,-1.0,9.333333333333334
2020-03-05,Virginia,Poquoson,21.0,18.0,,,-3.0,,12.0
2020-03-05,Virginia,Portsmouth,10.0,8.0,4.0,13.0,2.0,-1.0,7.4
2020-03-05,Virginia,Powhatan County,12.0,8.0,,,4.0,0.0,8.0
2020-03-05,Virginia,Prince Edward County,13.0,4.0,,,-8.0,,3.0
2020-03-05,Virginia,Prince George County,11.0,3.0,,5.0,3.0,-1.0,5.5
2020-03-05,Virginia,Prince William County,5.0,5.0,17.0,5.0,2.0,-1.0,6.8
2020-03-05,Virginia,Pulaski County,9.0,15.0,,,1.0,0.0,8.333333333333334
2020-03-05,Virginia,Radford,21.0,32.0,,,3.0,,18.666666666666668
2020-03-05,Virginia,Richmond,9.0,8.0,1.0,-1.0,1.0,-1.0,3.6
2020-03-05,Virginia,Richmond County,11.0,-17.0,,,10.0,,1.3333333333333333
2020-03-05,Virginia,Roanoke,8.0,4.0,5.0,0.0,3.0,-1.0,4.0
2020-03-05,Virginia,Roanoke County,7.0,4.0,,,0.0,0.0,3.6666666666666665
2020-03-05,Virginia,Rockbridge County,-1.0,,,-2.0,4.0,,0.3333333333333333
2020-03-05,Virginia,Rockingham County,10.0,7.0,,5.0,1.0,-1.0,5.75
2020-03-05,Virginia,Russell County,21.0,-7.0,,,4.0,,6.0
2020-03-05,Virginia,Salem,8.0,7.0,,,-1.0,-1.0,4.666666666666667
2020-03-05,Virginia,Scott County,10.0,1.0,,,8.0,,6.333333333333333
2020-03-05,Virginia,Shenandoah County,17.0,5.0,,-12.0,1.0,-2.0,2.75
2020-03-05,Virginia,Smyth County,10.0,4.0,,,0.0,0.0,4.666666666666667
2020-03-05,Virginia,Southampton County,15.0,0.0,,,4.0,,6.333333333333333
2020-03-05,Virginia,Spotsylvania County,6.0,6.0,,,3.0,-1.0,5.0
2020-03-05,Virginia,Stafford County,7.0,8.0,,,3.0,-1.0,6.0
2020-03-05,Virginia,Staunton,8.0,8.0,,,2.0,-3.0,6.0
2020-03-05,Virginia,Suffolk,8.0,6.0,,-3.0,1.0,-1.0,3.0
2020-03-05,Virginia,Surry County,,,,,-2.0,,-2.0
2020-03-05,Virginia,Sussex County,19.0,2.0,,4.0,1.0,,6.5
2020-03-05,Virginia,Tazewell County,21.0,13.0,,,4.0,0.0,12.666666666666666
2020-03-05,Virginia,Virginia Beach,6.0,5.0,10.0,-1.0,1.0,0.0,4.2
2020-03-05,Virginia,Warren County,10.0,2.0,,,1.0,0.0,4.333333333333333
2020-03-05,Virginia,Washington County,7.0,10.0,,-4.0,1.0,-2.0,3.5
2020-03-05,Virginia,Waynesboro,9.0,4.0,,,6.0,-1.0,6.333333333333333
2020-03-05,Virginia,Westmoreland County,19.0,9.0,,,0.0,,9.333333333333334
2020-03-05,Virginia,Williamsburg,5.0,15.0,,,5.0,,8.333333333333334
2020-03-05,Virginia,Winchester,6.0,2.0,,,0.0,-1.0,2.6666666666666665
2020-03-05,Virginia,Wise County,21.0,8.0,,,3.0,-1.0,10.666666666666666
2020-03-05,Virginia,Wythe County,14.0,6.0,,2.0,1.0,-1.0,5.75
2020-03-05,Virginia,York County,10.0,0.0,23.0,,1.0,-1.0,8.5
2020-03-06,Virginia,Accomack County,1.0,3.0,,,1.0,3.0,1.6666666666666667
2020-03-06,Virginia,Albemarle County,4.0,1.0,,2.0,2.0,0.0,2.25
2020-03-06,Virginia,Alexandria,-1.0,7.0,-6.0,5.0,6.0,0.0,2.2
2020-03-06,Virginia,Alleghany County,11.0,,,5.0,7.0,,7.666666666666667
2020-03-06,Virginia,Amelia County,18.0,-10.0,,,7.0,,5.0
2020-03-06,Virginia,Amherst County,9.0,3.0,,,1.0,1.0,4.333333333333333
2020-03-06,Virginia,Appomattox County,7.0,-4.0,,,6.0,,3.0
2020-03-06,Virginia,Arlington County,-1.0,6.0,-37.0,0.0,-1.0,2.0,-6.6
2020-03-06,Virginia,Augusta County,6.0,15.0,,78.0,1.0,1.0,25.0
2020-03-06,Virginia,Bedford County,6.0,5.0,,,0.0,0.0,3.6666666666666665
2020-03-06,Virginia,Bland County,,,,17.0,,,17.0
2020-03-06,Virginia,Botetourt County,1.0,5.0,,6.0,1.0,0.0,3.25
2020-03-06,Virginia,Bristol,2.0,-1.0,,,1.0,,0.6666666666666666
2020-03-06,Virginia,Brunswick County,-1.0,,,5.0,-2.0,,0.6666666666666666
2020-03-06,Virginia,Buchanan County,-11.0,-2.0,,,-14.0,,-9.0
2020-03-06,Virginia,Buckingham County,7.0,7.0,,,-1.0,,4.333333333333333
2020-03-06,Virginia,Buena Vista,,,,,-6.0,,-6.0
2020-03-06,Virginia,Campbell County,5.0,1.0,,,0.0,0.0,2.0
2020-03-06,Virginia,Caroline County,9.0,-17.0,,10.0,1.0,1.0,0.75
2020-03-06,Virginia,Carroll County,1.0,1.0,,21.0,6.0,,7.25
2020-03-06,Virginia,Charles City County,,,,,2.0,,2.0
2020-03-06,Virginia,Charlotte County,1.0,14.0,,,4.0,,6.333333333333333
2020-03-06,Virginia,Charlottesville,6.0,1.0,21.0,-15.0,-1.0,-1.0,2.4
2020-03-06,Virginia,Chesapeake,4.0,-7.0,-26.0,1.0,3.0,1.0,-5.0
2020-03-06,Virginia,Chesterfield County,3.0,1.0,8.0,-1.0,2.0,0.0,2.6
2020-03-06,Virginia,Clarke County,29.0,5.0,,,1.0,,11.666666666666666
2020-03-06,Virginia,Colonial Heights,4.0,5.0,,,4.0,,4.333333333333333
2020-03-06,Virginia,Covington,-2.0,-9.0,,,,,-5.5
2020-03-06,Virginia,Culpeper County,4.0,7.0,,,3.0,0.0,4.666666666666667
2020-03-06,Virginia,Cumberland County,,,,,1.0,,1.0
2020-03-06,Virginia,Danville,6.0,5.0,,2.0,-1.0,0.0,3.0
2020-03-06,Virginia,Dickenson County,-18.0,-10.0,,,-17.0,,-15.0
2020-03-06,Virginia,Dinwiddie County,44.0,-16.0,,,8.0,0.0,12.0
2020-03-06,Virginia,Emporia,5.0,10.0,,12.0,,,9.0
2020-03-06,Virginia,Essex County,4.0,7.0,,,5.0,,5.333333333333333
2020-03-06,Virginia,Fairfax,-3.0,-2.0,,,5.0,,0.0
2020-03-06,Virginia,Fairfax County,1.0,3.0,-3.0,-1.0,2.0,1.0,0.4
2020-03-06,Virginia,Falls Church,-2.0,19.0,,,0.0,,5.666666666666667
2020-03-06,Virginia,Fauquier County,9.0,-18.0,,,2.0,0.0,-2.3333333333333335
2020-03-06,Virginia,Floyd County,-5.0,-4.0,,,7.0,,-0.6666666666666666
2020-03-06,Virginia,Fluvanna County,48.0,0.0,,,3.0,,17.0
2020-03-06,Virginia,Franklin,3.0,6.0,,0.0,0.0,,2.25
2020-03-06,Virginia,Franklin County,7.0,0.0,,,2.0,1.0,3.0
2020-03-06,Virginia,Frederick County,5.0,-1.0,,-3.0,3.0,0.0,1.0
2020-03-06,Virginia,Fredericksburg,5.0,5.0,,,0.0,-1.0,3.3333333333333335
2020-03-06,Virginia,Galax,-3.0,-4.0,,,-8.0,,-5.0
2020-03-06,Virginia,Giles County,-4.0,-10.0,,,1.0,,-4.333333333333333
2020-03-06,Virginia,Gloucester County,-1.0,18.0,,,1.0,1.0,6.0
2020-03-06,Virginia,Goochland County,6.0,-2.0,,,5.0,,3.0
2020-03-06,Virginia,Grayson County,,,,,5.0,,5.0
2020-03-06,Virginia,Greene County,6.0,5.0,,,2.0,,4.333333333333333
2020-03-06,Virginia,Greensville County,,,,4.0,1.0,,2.5
2020-03-06,Virginia,Halifax County,6.0,-2.0,,,6.0,-1.0,3.3333333333333335
2020-03-06,Virginia,Hampton,-2.0,6.0,7.0,-1.0,2.0,1.0,2.4
2020-03-06,Virginia,Hanover County,6.0,1.0,,8.0,1.0,0.0,4.0
2020-03-06,Virginia,Harrisonburg,6.0,6.0,,2.0,1.0,-2.0,3.75
2020-03-06,Virginia,Henrico County,2.0,0.0,8.0,-1.0,0.0,0.0,1.8
2020-03-06,Virginia,Henry County,5.0,-3.0,,,4.0,0.0,2.0
2020-03-06,Virginia,Hopewell,1.0,-4.0,,,3.0,1.0,0.0
2020-03-06,Virginia,Isle of Wight County,-5.0,1.0,,,5.0,0.0,0.3333333333333333
2020-03-06,Virginia,James City County,7.0,7.0,,,2.0,1.0,5.333333333333333
2020-03-06,Virginia,King George County,8.0,-3.0,,,2.0,1.0,2.3333333333333335
2020-03-06,Virginia,King William County,4.0,0.0,,,2.0,,2.0
2020-03-06,Virginia,King and Queen County,,,,,-2.0,,-2.0
2020-03-06,Virginia,Lancaster County,1.0,2.0,,,4.0,,2.3333333333333335
2020-03-06,Virginia,Lee County,-3.0,10.0,,,-3.0,,1.3333333333333333
2020-03-06,Virginia,Lexington,13.0,-2.0,,,,,5.5
2020-03-06,Virginia,Loudoun County,1.0,3.0,-2.0,-7.0,0.0,1.0,-1.0
2020-03-06,Virginia,Louisa County,11.0,3.0,,,2.0,1.0,5.333333333333333
2020-03-06,Virginia,Lunenburg County,,-7.0,,,5.0,,-1.0
2020-03-06,Virginia,Lynchburg,11.0,-1.0,,4.0,2.0,-1.0,4.0
2020-03-06,Virginia,Madison County,10.0,3.0,,,-3.0,,3.3333333333333335
2020-03-06,Virginia,Manassas,2.0,6.0,,5.0,5.0,0.0,4.5
2020-03-06,Virginia,Manassas Park,-9.0,-4.0,,,4.0,,-3.0
2020-03-06,Virginia,Martinsville,8.0,13.0,,,4.0,,8.333333333333334
2020-03-06,Virginia,Mathews County,-26.0,-14.0,,,3.0,,-12.333333333333334
2020-03-06,Virginia,Mecklenburg County,10.0,1.0,-13.0,14.0,0.0,0.0,2.4
2020-03-06,Virginia,Middlesex County,-3.0,-1.0,,,0.0,,-1.3333333333333333
2020-03-06,Virginia,Montgomery County,6.0,5.0,,9.0,9.0,-2.0,7.25
2020-03-06,Virginia,Nelson County,10.0,0.0,,,-1.0,,3.0
2020-03-06,Virginia,New Kent County,10.0,-4.0,,12.0,-2.0,,4.0
2020-03-06,Virginia,Newport News,2.0,0.0,-8.0,-12.0,1.0,1.0,-3.4
2020-03-06,Virginia,Norfolk,1.0,0.0,1.0,-4.0,1.0,1.0,-0.2
2020-03-06,Virginia,Northampton County,0.0,4.0,,,-1.0,,1.0
2020-03-06,Virginia,Northumberland County,3.0,-1.0,,,7.0,,3.0
2020-03-06,Virginia,Norton,-8.0,,,,,,-8.0
2020-03-06,Virginia,Nottoway County,17.0,17.0,,,6.0,,13.333333333333334
2020-03-06,Virginia,Orange County,8.0,7.0,,,2.0,0.0,5.666666666666667
2020-03-06,Virginia,Page County,4.0,3.0,,,4.0,,3.6666666666666665
2020-03-06,Virginia,Patrick County,5.0,8.0,,,5.0,,6.0
2020-03-06,Virginia,Petersburg,5.0,5.0,,0.0,-2.0,1.0,2.0
2020-03-06,Virginia,Pittsylvania County,5.0,3.0,,,0.0,-1.0,2.6666666666666665
2020-03-06,Virginia,Poquoson,1.0,-4.0,,,-4.0,,-2.3333333333333335
2020-03-06,Virginia,Portsmouth,2.0,-5.0,-22.0,-6.0,1.0,1.0,-6.0
2020-03-06,Virginia,Powhatan County,15.0,-1.0,,,3.0,0.0,5.666666666666667
2020-03-06,Virginia,Prince Edward County,2.0,6.0,,,-3.0,,1.6666666666666667
2020-03-06,Virginia,Prince George County,14.0,-3.0,,5.0,-1.0,1.0,3.75
2020-03-06,Virginia,Prince William County,3.0,2.0,22.0,7.0,1.0,0.0,7.0
2020-03-06,Virginia,Pulaski County,1.0,1.0,,,0.0,2.0,0.6666666666666666
2020-03-06,Virginia,Radford,8.0,-13.0,,,-1.0,,-2.0
2020-03-06,Virginia,Richmond,6.0,5.0,14.0,9.0,1.0,0.0,7.0
2020-03-06,Virginia,Richmond County,13.0,-18.0,,,15.0,,3.3333333333333335
2020-03-06,Virginia,Roanoke,3.0,-3.0,29.0,4.0,1.0,0.0,6.8
2020-03-06,Virginia,Roanoke County,3.0,-2.0,,,1.0,0.0,0.6666666666666666
2020-03-06,Virginia,Rockbridge County,1.0,,,0.0,1.0,,0.6666666666666666
2020-03-06,Virginia,Rockingham County,5.0,-1.0,,10.0,0.0,0.0,3.5
2020-03-06,Virginia,Russell County,4.0,-27.0,,,5.0,,-6.0
2020-03-06,Virginia,Salem,1.0,6.0,,,2.0,0.0,3.0
2020-03-06,Virginia,Scott County,-5.0,2.0,,,3.0,,0.0
2020-03-06,Virginia,Shenandoah County,3.0,4.0,,-2.0,-1.0,0.0,1.0
2020-03-06,Virginia,Smyth County,5.0,-2.0,,,1.0,,1.3333333333333333
2020-03-06,Virginia,Southampton County,10.0,6.0,,,7.0,,7.666666666666667
2020-03-06,Virginia,Spotsylvania County,5.0,5.0,,,3.0,-1.0,4.333333333333333
2020-03-06,Virginia,Stafford County,7.0,3.0,3.0,,0.0,0.0,3.25
2020-03-06,Virginia,Staunton,4.0,1.0,,,6.0,0.0,3.6666666666666665
2020-03-06,Virginia,Suffolk,-3.0,3.0,-19.0,-4.0,-1.0,0.0,-4.8
2020-03-06,Virginia,Surry County,,,,,2.0,,2.0
2020-03-06,Virginia,Sussex County,12.0,-1.0,,11.0,10.0,,8.0
2020-03-06,Virginia,Tazewell County,-6.0,0.0,,,2.0,5.0,-1.3333333333333333
2020-03-06,Virginia,Virginia Beach,2.0,-4.0,-4.0,-8.0,1.0,1.0,-2.6
2020-03-06,Virginia,Warren County,9.0,2.0,,,3.0,0.0,4.666666666666667
2020-03-06,Virginia,Washington County,1.0,0.0,,-1.0,3.0,1.0,0.75
2020-03-06,Virginia,Waynesboro,6.0,-2.0,,,3.0,,2.3333333333333335
2020-03-06,Virginia,Westmoreland County,19.0,0.0,,,1.0,,6.666666666666667
2020-03-06,Virginia,Williamsburg,2.0,14.0,,,7.0,,7.666666666666667
2020-03-06,Virginia,Winchester,1.0,-4.0,,,0.0,1.0,-1.0
2020-03-06,Virginia,Wise County,4.0,-1.0,,,1.0,3.0,1.3333333333333333
2020-03-06,Virginia,Wythe County,-3.0,3.0,,-2.0,1.0,,-0.25
2020-03-06,Virginia,York County,8.0,-5.0,-8.0,,0.0,1.0,-1.25
2020-03-07,Virginia,Accomack County,14.0,17.0,,,-4.0,,9.0
2020-03-07,Virginia,Albemarle County,6.0,5.0,,5.0,-1.0,-2.0,3.75
2020-03-07,Virginia,Alexandria,7.0,16.0,27.0,10.0,4.0,-1.0,12.8
2020-03-07,Virginia,Alleghany County,18.0,,,0.0,-2.0,,5.333333333333333
2020-03-07,Virginia,Amelia County,19.0,-15.0,,,,,2.0
2020-03-07,Virginia,Amherst County,24.0,8.0,,,-2.0,,10.0
2020-03-07,Virginia,Appomattox County,11.0,18.0,,,6.0,,11.666666666666666
2020-03-07,Virginia,Arlington County,2.0,5.0,4.0,1.0,1.0,0.0,2.6
2020-03-07,Virginia,Augusta County,16.0,5.0,,84.0,4.0,-1.0,27.25
2020-03-07,Virginia,Bedford County,8.0,10.0,,,5.0,-1.0,7.666666666666667
2020-03-07,Virginia,Bland County,,,,21.0,,,21.0
2020-03-07,Virginia,Botetourt County,-1.0,7.0,,12.0,-1.0,,4.25
